# Indice      RAJ2000    Dec        Jmag     Hmag     Kmag     umag     gmag     rmag     imag     zmag    
  object4335  1.77008    42.52475   14.474   14.15    13.986   999       999       999       999       999      
  object4336  0.52968    42.8053    14.293   13.799   13.708   999       999       999       999       999      
  object4337  2.08781    42.85468   15.707   15.185   15.187   999       999       999       999       999      
  object4338  2.61296    43.2524    14.204   13.807   13.662   999       999       999       999       999      
  object4339  2.98358    43.27495   13.948   13.586   13.476   999       999       999       999       999      
  object4340  1.80776    43.44508   13.151   12.687   12.57    999       999       999       999       999      
  object4341  0.61256    43.57904   13.183   13.004   12.918   999       999       999       999       999      
  object4342  1.27441    44.46801   15.246   14.663   14.667   999       999       999       999       999      
  object4343  1.92045    44.47923   15.367   15.296   15.149   999       999       999       999       999      
  object4344  3.80634    44.72442   13.623   13.272   13.174   999       999       999       999       999      
  object4345  5.02771    42.43018   13.503   13.159   13.123   999       999       999       999       999      
  object4346  6.21314    42.46802   13.788   13.141   12.967   999       999       999       999       999      
  object4347  6.57916    42.6956    14.085   13.803   13.732   999       999       999       999       999      
  object4348  6.17476    42.79596   13.636   13.311   13.259   999       999       999       999       999      
  object4349  3.86957    42.78989   13.487   13.276   13.21    999       999       999       999       999      
  object4350  7.41798    42.83636   15.623   15.676   15.667   999       999       999       999       999      
  object4351  7.55485    42.85293   14.108   13.68    13.628   999       999       999       999       999      
  object4352  5.18407    43.37709   12.227   11.624   11.474   999       999       999       999       999      
  object4353  5.37925    43.51108   14.151   13.736   13.624   999       999       999       999       999      
  object4354  5.07023    43.74114   14.348   14.042   13.92    999       999       999       999       999      
  object4355  4.20847    43.74857   999       999       999       999       999       999       999       999      
  object4356  3.82803    43.8365    14.09    13.884   13.735   999       999       999       999       999      
  object4357  6.91532    44.20142   12.881   12.458   12.405   999       999       999       999       999      
  object4358  4.57194    44.21795   14.338   14.002   13.951   999       999       999       999       999      
  object4359  5.43683    44.23919   15.846   15.283   15.357   999       999       999       999       999      
  object4360  6.24198    44.6834    14.078   13.809   13.824   999       999       999       999       999      
  object4361  6.14194    44.82822   999       999       999       999       999       999       999       999      
  object4362  6.62328    44.89032   12.97    12.452   12.304   999       999       999       999       999      
  object4363  5.34267    45.11545   15.393   15.141   15.357   999       999       999       999       999      
  object4364  8.68606    42.42573   14.269   13.876   13.819   999       999       999       999       999      
  object4365  10.03918   42.55453   15.768   15.333   15.232   18.75    17.467   16.929   16.701   16.612  
  object4366  10.42204   42.68604   13.578   13.285   13.215   16.021   14.833   14.466   14.335   14.3    
  object4367  10.80023   42.87052   15.428   15.013   14.862   18.669   17.284   16.659   16.417   16.304  
  object4368  11.04463   42.90417   14.133   13.713   13.561   18.089   16.299   15.583   15.313   15.213  
  object4369  8.95791    43.16994   13.916   13.738   13.681   999       999       999       999       999      
  object4370  9.32859    43.4791    13.206   12.901   12.815   999       999       999       999       999      
  object4371  10.89036   43.46561   12.362   12.138   12.062   15.329   14.048   13.867   13.679   13.443  
  object4372  8.64179    43.55248   16.331   16.342   15.908   999       999       999       999       999      
  object4373  7.63575    43.62063   15.212   14.935   14.82    999       999       999       999       999      
  object4374  9.98102    43.81418   13.703   13.429   13.412   999       999       999       999       999      
  object4375  11.16904   44.20195   14.766   14.237   14.091   999       999       999       999       999      
  object4376  9.97592    44.30825   13.53    13.136   13.024   999       999       999       999       999      
  object4377  8.39565    44.33391   12.233   11.9     11.82    999       999       999       999       999      
  object4378  11.38236   44.40468   14.979   14.554   14.727   999       999       999       999       999      
  object4379  11.41954   44.64018   15.215   14.962   14.749   999       999       999       999       999      
  object4380  12.53854   42.45459   15.328   15.094   15.027   18.108   16.976   16.543   16.439   16.401  
  object4381  13.32      42.53412   14.701   14.484   14.475   16.931   15.663   15.474   15.422   15.413  
  object4382  14.04046   42.55415   13.601   13.308   13.251   16.675   15.408   14.903   14.744   14.692  
  object4383  14.03077   42.66234   12.531   12.246   12.182   15.009   15.001   14.579   14.032   13.258  
  object4384  13.56473   42.74292   13.078   12.637   12.529   16.733   15.12    14.414   14.18    14.071  
  object4385  12.8457    42.84265   12.585   12.268   12.218   15.526   13.903   13.422   13.271   13.624  
  object4386  11.989     42.97251   14.521   13.931   13.709   19.323   17.332   16.412   15.948   15.656  
  object4387  11.46167   43.11273   14.619   14.306   14.177   17.361   16.107   15.659   15.466   15.375  
  object4388  11.68433   43.19784   14.462   14.218   14.242   16.654   15.445   15.206   15.132   15.129  
  object4389  14.77726   43.3587    13.856   13.593   13.511   17.004   15.599   15.056   14.852   14.77   
  object4390  12.57295   43.41158   16.466   16.098   16.447   19.205   17.892   17.387   17.224   17.105  
  object4391  15.21444   43.49129   14.367   14.053   14.115   17.02    15.715   15.279   15.133   15.052  
  object4392  12.49769   43.52869   13.163   12.845   12.787   16.24    14.913   14.467   16.002   14.195  
  object4393  14.64888   43.6185    14.852   14.381   14.349   18.336   16.738   16.096   15.841   15.661  
  object4394  13.76708   43.92324   13.877   13.378   13.179   18.638   16.575   15.561   15.169   14.936  
  object4395  14.35384   43.94147   14.428   14.162   14.055   17.16    15.898   15.431   15.273   15.216  
  object4396  14.29888   44.04886   11.969   11.506   11.376   16.028   13.807   12.61    15.394   13.365  
